Variable Name,1-way Count,2-way Count,3-way Count,4-way Count,5-way Count,6-way Count
Street,0,39,855
Temperature(F),0,12,815
Humidity(%),0,16,843
Pressure(in),0,5,410
Visibility(mi),0,16,214
Wind_Direction,0,46,1495
Weather_Condition,5,126,1775
Amenity,0,11,255
Crossing,0,10,202
Junction,0,8,165
Railway,0,15,203
Station,0,11,181
Stop,0,4,222
Traffic_Calming,0,7,305
Traffic_Signal,0,4,213
Sunrise_Sunset,0,2,196
