Distance(mi),Amenity,No_Exit,Station,Sunrise_Sunset,Season,Snow_Ice,Low_Vis_Weather,Rainy,Qty_Slowing_Elements
0.758,0,0,0,1,Summer,0,0,0,0
2.002,0,0,0,1,Spring,0,0,0,0
0.016,0,0,0,1,Winter,0,0,0,1
0.0,0,0,0,0,Spring,0,0,0,1
0.406,0,0,0,1,Summer,0,0,0,0
0.01,0,0,0,1,Spring,0,1,0,0
0.01,0,0,0,0,Fall,0,0,0,1
8.831,0,0,0,1,Summer,0,1,0,0
0.773,0,0,0,1,Summer,0,1,0,0
0.336,0,0,0,1,Winter,0,1,0,0
1.106,0,0,0,1,Summer,0,0,0,0
1.976,0,0,0,0,Spring,0,0,0,1
0.374,0,0,0,1,Spring,0,0,0,0
0.17,0,0,0,1,Fall,0,0,0,0
2.240000009536743,0,0,0,1,Fall,0,0,0,0
0.013,0,0,0,0,Winter,0,0,0,0
0.026,0,0,0,0,Fall,0,0,0,1
0.233,0,0,0,0,Fall,0,0,0,0
0.114,0,0,0,0,Fall,0,0,1,0
1.634,0,0,0,1,Fall,0,0,0,0
0.171,0,0,0,1,Summer,0,0,0,0
0.224,0,0,0,1,Spring,0,0,0,2
2.155,0,0,0,1,Fall,0,0,0,0
2.155,0,0,0,1,Summer,0,0,0,0
0.0,0,0,0,1,Fall,0,1,0,1
0.236,0,0,0,1,Winter,0,0,0,0
0.04,0,0,0,1,Fall,0,1,0,0
0.643,0,0,0,1,Winter,0,0,0,0
0.056,0,0,0,1,Fall,0,0,1,0
0.918,0,0,0,1,Spring,0,1,0,0
0.655,0,0,0,1,Spring,0,0,0,1
1.385,0,0,0,1,Summer,0,0,0,0
0.133,0,0,0,1,Winter,0,0,0,0
5.6610000000000005,0,0,0,1,Summer,0,0,0,0
0.178,0,0,0,1,Fall,0,0,0,0
0.44,0,0,0,1,Fall,0,1,0,0
0.252,0,0,0,1,Fall,0,0,0,0
0.364,0,0,0,0,Fall,0,0,0,0
0.0,0,0,1,1,Fall,0,0,0,2
0.773,0,0,0,1,Fall,0,0,0,0
7.119999885559082,0,0,0,1,Spring,0,0,0,0
0.035,0,0,0,0,Winter,1,0,0,0
1.216,0,0,0,0,Fall,0,0,0,0
0.045,0,0,0,0,Summer,0,0,0,0
0.202,0,0,0,1,Fall,0,0,0,0
0.397,0,0,0,1,Winter,0,0,0,0
0.061,0,0,0,1,Summer,0,0,0,0
0.154,0,0,0,0,Winter,0,0,0,1
0.8009999999999999,0,0,0,0,Spring,0,0,0,0
1.051,0,0,0,1,Spring,0,0,0,0
0.02,0,0,0,1,Winter,0,0,0,0
0.187,0,0,0,1,Summer,0,0,0,1
0.8809999999999999,0,0,0,1,Spring,0,1,0,1
0.0,0,0,0,1,Winter,0,0,0,0
2.757,0,0,0,0,Winter,0,0,0,0
1.044,0,0,0,0,Fall,0,0,0,1
0.025,0,0,0,0,Winter,0,1,0,1
1.022,0,0,0,0,Winter,0,0,0,1
1.102,0,0,0,0,Fall,0,1,0,0
3.097,0,0,0,1,Spring,0,1,0,0
0.057,0,0,0,1,Fall,0,1,0,1
0.18,0,0,0,0,Winter,0,0,0,0
0.759,0,0,0,0,Fall,0,0,0,0
0.035,0,0,0,1,Fall,0,0,0,0
0.163,0,0,0,1,Winter,0,0,0,0
0.6890000000000001,0,0,0,1,Summer,0,0,1,0
0.414,0,0,0,0,Winter,0,1,0,0
0.0,0,0,0,1,Fall,0,0,1,1
0.046,0,0,0,1,Summer,0,0,0,0
1.5399999618530271,0,0,0,1,Winter,0,0,0,0
4.581,0,0,0,1,Winter,0,0,0,0
0.0,1,0,1,1,Fall,0,0,0,1
0.348,0,0,0,1,Fall,0,1,0,0
0.459,0,0,0,1,Fall,0,0,0,1
0.141,0,0,0,1,Winter,0,1,0,0
0.933,0,0,0,1,Fall,0,0,0,0
0.08,0,0,0,1,Spring,0,0,0,1
0.195,0,0,0,0,Winter,0,0,0,0
0.314,0,0,0,0,Winter,0,1,0,0
0.785,0,0,0,1,Summer,0,1,0,0
0.7190000000000001,0,0,0,1,Spring,0,0,0,0
0.0,0,0,0,1,Fall,0,1,0,0
3.16,0,0,0,0,Winter,0,0,1,0
1.0900000333786009,0,0,0,1,Spring,0,0,0,0
0.049,0,0,0,0,Winter,0,0,0,0
0.134,0,0,0,1,Winter,0,0,0,0
8.159999847412111,0,0,0,1,Spring,0,0,0,1
0.436,0,0,0,1,Winter,0,0,0,1
3.686,0,0,0,1,Fall,0,0,0,0
0.7909999999999999,0,0,0,1,Fall,0,0,0,1
0.021,0,0,0,1,Fall,0,0,0,1
2.727,0,0,0,1,Summer,0,0,0,0
0.195,0,0,0,1,Spring,0,0,0,0
0.217,0,0,0,1,Spring,0,0,0,0
0.072,0,0,0,1,Winter,1,0,0,0
0.456,0,0,0,1,Summer,0,0,0,0
0.15,0,0,0,0,Fall,0,1,0,1
0.0,0,0,0,0,Winter,0,1,0,0
0.071,0,0,0,1,Summer,0,0,0,1
0.193,0,0,0,0,Summer,0,0,0,0
1.898,0,0,0,0,Winter,0,0,0,0
0.381,0,0,0,0,Winter,0,0,0,0
1.774,0,0,0,1,Fall,0,1,0,0
0.184,0,0,0,0,Summer,0,0,0,1
0.917,0,0,0,0,Spring,0,0,0,0
0.355,0,0,0,1,Winter,0,0,0,0
0.0099999997764825,0,0,0,1,Summer,0,1,0,0
1.123,0,0,0,1,Spring,0,0,0,1
0.908,0,0,0,1,Winter,1,0,1,0
3.18,0,0,0,1,Fall,0,0,0,0
0.032,0,0,0,1,Fall,0,0,0,0
1.544,0,0,0,1,Spring,0,0,0,0
2.239,0,0,0,0,Spring,0,0,0,0
0.159,0,0,0,1,Summer,0,0,0,0
1.558,0,0,0,1,Winter,0,1,0,0
0.211,0,0,0,0,Winter,0,0,0,0
0.897,0,0,0,1,Spring,0,0,0,0
0.53,0,0,0,1,Summer,0,0,0,0
0.185,0,0,0,1,Winter,0,0,0,1
0.972,0,0,0,0,Spring,0,0,0,0
2.380000114440918,0,0,0,0,Spring,0,0,0,1
0.49,0,0,0,0,Spring,0,1,0,1
0.228,0,0,0,0,Winter,0,0,0,0
0.48,0,0,0,0,Fall,0,0,0,1
0.014,0,0,0,1,Spring,0,1,0,1
0.4600000083446503,0,0,0,0,Spring,0,0,0,0
0.071,0,0,0,0,Fall,0,0,0,0
0.88,0,0,0,1,Fall,0,0,0,0
0.59,0,0,0,1,Fall,0,0,0,0
0.035,0,0,0,1,Summer,0,0,0,1
0.544,0,0,0,0,Fall,0,0,0,0
0.3720000000000001,0,0,0,1,Spring,0,0,0,0
0.0,0,0,0,1,Winter,0,0,0,0
1.064,0,0,0,1,Summer,0,0,0,0
0.01,0,0,0,1,Winter,0,1,0,3
0.8299999833106995,0,0,0,1,Winter,0,0,0,1
0.247,0,0,0,1,Winter,0,0,0,0
0.008,0,0,0,1,Winter,0,0,0,1
0.06,0,0,0,0,Winter,0,0,1,0
0.487,0,0,0,1,Summer,0,0,0,0
0.172,0,0,0,1,Winter,0,0,1,0
1.079,0,0,0,1,Summer,0,1,0,1
0.183,0,0,0,1,Spring,0,0,0,0
0.135,0,0,0,1,Fall,0,0,0,1
0.037,0,0,0,1,Fall,0,0,0,0
0.033,1,0,0,1,Summer,0,0,0,0
0.193,0,0,0,1,Fall,0,1,0,0
0.821,0,0,0,1,Winter,0,0,0,0
0.982,0,0,0,1,Summer,0,1,0,0
1.0,0,0,0,1,Fall,0,1,0,1
5.263999999999999,0,0,0,1,Fall,0,0,0,0
0.667,0,0,0,0,Spring,0,0,0,0
0.8290000000000001,0,0,0,1,Fall,0,0,0,0
0.395,0,0,0,1,Winter,0,0,0,1
0.291,0,0,0,1,Fall,0,0,0,0
0.042,0,0,0,1,Spring,0,0,0,0
0.005,0,0,1,1,Winter,0,0,0,3
0.7509999999999999,0,0,0,0,Spring,0,0,0,0
0.836,0,0,0,1,Spring,1,0,1,0
2.8510000000000004,0,0,0,1,Winter,0,0,1,0
0.0,0,0,0,0,Fall,0,0,0,3
0.486,0,0,0,1,Winter,0,0,0,1
0.909,0,0,0,0,Fall,0,1,0,1
0.178,0,0,0,1,Spring,0,1,0,1
0.228,1,0,0,1,Summer,0,0,0,0
0.083,0,0,0,1,Winter,0,0,0,1
1.095,0,0,0,1,Fall,0,0,0,1
0.51,0,0,0,1,Fall,0,0,1,0
0.818,0,0,0,0,Winter,0,0,1,0
0.644,0,0,1,1,Summer,0,0,0,0
0.051,0,0,0,1,Summer,0,0,0,0
1.717,0,0,0,1,Summer,0,0,0,0
0.653,0,0,0,1,Winter,0,0,0,1
0.027,0,0,0,0,Winter,0,1,0,1
0.362,0,0,0,0,Winter,1,0,0,0
0.757,0,0,0,1,Winter,0,0,0,0
0.016,0,0,0,1,Fall,0,0,1,1
0.632,0,0,0,1,Winter,0,0,0,0
0.06,0,0,0,1,Summer,0,0,1,0
3.032,0,0,0,1,Summer,0,0,0,0
0.524,0,0,0,1,Spring,0,0,0,0
5.9099998474121085,0,0,0,1,Summer,0,0,0,0
0.022,0,0,0,0,Fall,0,0,0,0
0.987,0,0,0,0,Winter,0,0,0,4
1.379,0,0,0,0,Spring,0,0,0,3
3.999,0,0,0,1,Summer,0,1,0,0
0.438,0,0,0,1,Spring,0,0,0,0
0.075,0,0,0,0,Fall,0,0,0,0
0.721,0,0,0,0,Spring,0,0,0,0
0.049,0,0,0,0,Winter,1,0,0,1
0.504,0,0,0,1,Summer,0,1,0,1
0.0819999999999999,0,0,0,0,Fall,0,0,0,0
1.141,0,0,0,0,Summer,0,0,0,0
0.278,0,0,0,1,Spring,0,1,0,0
1.536,0,0,0,1,Spring,0,0,0,0
0.616,0,0,0,1,Fall,0,0,0,0
0.01,0,0,0,1,Spring,0,0,0,1
1.285,0,0,0,0,Winter,0,1,0,0
1.369,0,0,0,0,Winter,0,0,1,0
1.016,0,0,0,0,Winter,0,0,0,1
0.141,0,0,0,1,Winter,0,0,0,0
0.5,0,0,0,1,Fall,0,0,0,0
1.006,0,0,0,0,Winter,0,1,0,0
0.019,0,0,0,1,Summer,0,0,0,2
0.442,0,0,0,1,Spring,0,1,0,1
1.329,0,0,0,0,Winter,0,0,0,0
0.056,0,0,0,1,Summer,0,0,0,0
0.974,0,0,0,1,Winter,0,0,0,1
0.042,0,0,0,1,Fall,0,0,0,1
1.366,0,0,0,0,Spring,0,0,0,0
1.413,0,0,0,1,Summer,0,0,0,0
0.344,0,0,0,0,Winter,0,1,0,0
0.207,0,0,0,1,Winter,0,0,0,0
0.0,0,0,0,0,Summer,0,1,0,0
1.258,0,0,0,1,Spring,0,0,0,0
1.107,0,0,0,0,Fall,0,0,0,0
0.317,0,0,0,0,Summer,0,1,0,0
0.041,0,0,0,0,Winter,0,0,1,0
0.073,0,0,0,0,Winter,0,0,0,0
0.018,0,0,0,0,Winter,0,1,0,0
1.44,0,0,0,1,Spring,0,0,0,0
0.06,0,0,0,1,Fall,0,0,0,0
1.285,0,0,0,1,Winter,0,0,0,0
1.455,0,0,0,1,Summer,0,0,0,0
0.898,0,0,0,1,Fall,0,0,0,0
1.519,0,0,0,0,Winter,0,1,0,0
1.977,0,0,0,1,Summer,0,0,0,0
0.134,0,0,0,1,Fall,0,0,1,0
0.94,0,0,0,1,Fall,0,0,0,0
0.41,0,0,0,0,Fall,0,0,0,0
5.067,0,0,0,0,Winter,0,0,0,0
1.464,0,0,0,0,Winter,0,0,0,0
0.15,0,0,0,0,Fall,0,0,0,0
0.433,0,0,0,1,Summer,0,0,0,0
0.867,0,0,0,0,Spring,0,0,0,0
0.105,0,0,0,1,Summer,0,0,0,0
0.696,0,0,0,0,Spring,0,0,0,0
0.47,0,0,0,0,Summer,0,0,0,0
0.025,0,0,0,1,Summer,0,0,1,0
0.16,0,0,0,0,Fall,0,0,0,1
1.014,0,0,0,0,Winter,0,0,0,0
0.7699999809265137,0,0,0,1,Fall,0,0,0,0
0.107,0,0,0,0,Winter,0,0,1,1
0.062,0,0,0,0,Fall,0,0,0,1
0.156,0,0,0,0,Summer,0,0,0,0
0.355,0,0,0,0,Winter,0,0,0,1
0.098,0,0,0,1,Winter,0,0,0,0
0.94,0,0,0,1,Summer,0,0,0,0
0.324,0,0,0,1,Spring,0,0,0,0
0.519,0,0,0,0,Summer,0,0,0,0
0.05,0,0,0,1,Fall,0,0,0,0
0.046,0,0,0,1,Winter,0,0,0,0
0.777,0,0,0,1,Summer,0,0,0,0
0.111,0,0,0,1,Spring,0,0,0,0
0.404,0,0,0,1,Summer,0,0,0,0
1.449,0,0,0,1,Fall,0,0,0,0
0.414,0,0,0,0,Fall,1,0,0,0
0.226,0,0,0,0,Summer,0,0,0,1
0.0,0,0,0,0,Summer,0,0,0,0
0.023,0,0,0,0,Winter,0,1,0,0
1.102,0,0,0,1,Summer,0,1,0,0
0.134,0,0,0,1,Winter,0,0,0,2
0.032,0,0,0,1,Winter,0,0,0,0
0.103,0,0,0,0,Fall,0,0,0,0
0.012,0,0,0,1,Winter,0,0,0,2
0.042,0,0,0,1,Spring,0,0,0,0
0.483,0,0,0,0,Fall,0,0,0,0
7.709,0,0,0,1,Summer,0,0,0,1
0.357,0,0,0,0,Summer,0,1,0,0
2.823,0,0,0,0,Winter,0,0,0,1
0.679,0,0,0,1,Fall,0,1,0,0
0.045,0,0,0,0,Winter,0,0,0,2
0.092,0,0,0,0,Fall,0,0,0,0
1.539,0,0,0,1,Winter,0,0,0,1
0.568,0,0,0,1,Fall,0,0,1,1
0.69,0,0,0,1,Fall,0,0,0,0
2.104,0,0,0,1,Spring,0,1,1,0
0.68,0,0,0,1,Fall,0,1,1,0
0.627,0,0,0,1,Spring,0,0,0,0
3.809,0,0,0,1,Summer,0,0,0,1
0.14,0,0,0,0,Spring,0,0,0,0
1.045,0,0,0,1,Spring,0,1,0,0
0.394,0,0,0,1,Summer,0,1,0,1
0.1639999999999999,0,0,0,1,Spring,0,0,0,0
1.19,0,0,0,0,Fall,0,0,0,0
0.145,0,0,0,0,Spring,0,0,0,0
0.0,0,0,1,1,Summer,0,1,0,2
1.895,0,0,0,1,Fall,0,0,0,1
0.334,0,0,0,0,Summer,0,0,0,0
0.024,0,0,0,1,Fall,0,0,0,1
0.792,0,0,0,0,Fall,0,0,0,0
2.596,0,0,0,1,Summer,0,0,0,0
2.65,0,0,0,0,Fall,0,0,0,1
0.216,0,0,0,1,Fall,0,0,1,1
1.117,0,0,0,0,Winter,0,0,0,0
1.961,0,0,0,0,Fall,0,0,0,0
0.723,0,0,0,0,Fall,0,0,0,0
0.162,0,0,0,1,Winter,0,0,1,1
0.413,0,0,1,0,Spring,0,0,1,0
0.715,0,0,0,1,Summer,0,0,0,0
0.0,0,0,0,0,Spring,0,1,0,1
0.168,0,0,0,0,Fall,0,0,0,1
0.105,0,0,0,0,Winter,0,0,0,1
1.3119999999999998,0,0,0,0,Fall,0,0,0,0
0.009,0,0,0,1,Summer,0,0,0,1
2.101,0,0,0,1,Summer,0,0,0,0
0.093,0,0,0,1,Summer,0,0,0,1
0.505,0,0,0,1,Fall,0,0,0,1
0.311,0,0,0,1,Fall,0,0,0,0
0.006,0,0,0,1,Fall,0,0,0,1
0.027,0,0,0,1,Spring,0,0,0,0
0.294,0,0,0,1,Summer,0,0,0,0
0.978,0,0,0,0,Fall,0,0,0,0
0.378,0,0,0,0,Fall,0,0,0,0
2.4530000000000003,0,0,0,1,Summer,0,0,0,0
0.11,0,0,0,1,Spring,0,0,0,0
1.995,0,0,0,1,Winter,1,0,0,0
1.272,0,0,0,1,Spring,0,0,0,0
0.393,0,0,0,1,Summer,0,0,0,1
0.013,0,0,0,1,Summer,0,0,0,1
0.055,0,0,0,0,Fall,0,0,0,0
5.119,0,0,0,1,Spring,0,0,0,0
0.062,0,0,0,1,Summer,0,0,0,0
0.136,0,0,0,0,Winter,0,1,0,0
0.009,0,0,0,1,Fall,0,0,1,0
9.34000015258789,0,0,0,1,Fall,0,0,0,0
0.879,0,0,0,0,Spring,0,0,0,0
0.0,0,0,0,1,Spring,0,0,0,0
0.248,0,0,0,0,Winter,0,1,0,0
0.402,0,0,0,1,Winter,0,0,0,2
0.621,0,0,0,0,Summer,0,0,0,0
0.13,0,0,0,0,Winter,0,1,0,0
0.491,0,0,0,1,Summer,0,0,0,0
0.123,0,0,0,1,Winter,0,0,1,0
2.25,0,0,0,1,Summer,0,0,0,0
0.081,0,0,0,1,Winter,0,0,0,0
0.7,0,0,0,1,Fall,0,1,0,1
1.545,0,0,0,1,Summer,0,1,0,0
1.6909999999999998,0,0,0,0,Winter,0,0,0,0
0.924,0,0,0,1,Spring,0,0,0,1
0.504,0,0,0,0,Winter,0,0,0,0
0.298,0,0,0,1,Spring,0,0,0,0
0.944,0,0,0,1,Summer,0,0,0,0
0.695,0,0,0,1,Fall,0,0,0,0
0.06,0,0,0,0,Winter,0,0,0,0
0.092,0,0,0,1,Summer,0,0,0,0
4.39,0,0,0,1,Fall,0,1,0,0
0.542,0,0,0,0,Winter,0,0,0,0
0.318,0,0,0,1,Fall,0,1,0,0
0.182,0,0,0,1,Winter,0,0,0,2
1.635,0,0,0,1,Winter,0,0,0,0
0.074,0,0,0,1,Summer,0,0,0,0
0.016,0,0,0,1,Fall,0,0,0,0
0.093,0,0,0,1,Winter,0,0,0,0
0.178,0,0,0,0,Fall,0,0,0,0
0.0,0,0,1,1,Spring,0,0,0,2
1.077,0,0,0,1,Spring,0,0,0,0
0.1669999999999999,0,0,0,1,Fall,0,0,0,1
1.0099999904632568,0,0,0,0,Summer,0,0,0,0
0.0,0,0,0,1,Fall,0,0,0,0
1.139,0,0,0,1,Fall,0,0,0,0
0.073,0,0,0,1,Summer,0,0,0,0
0.015,0,0,0,1,Spring,0,0,0,1
0.573,0,0,0,0,Winter,1,0,0,0
0.183,0,0,0,0,Winter,0,0,0,1
0.057,0,0,0,1,Spring,0,1,0,0
0.899,0,0,0,0,Fall,0,0,0,0
2.0699999332427983,0,0,0,1,Summer,0,0,0,0
0.226,0,0,0,0,Fall,0,0,0,3
0.0,0,0,0,1,Spring,0,0,0,0
0.336,0,0,0,0,Fall,0,0,0,0
1.882,0,0,0,1,Summer,0,0,0,1
0.332,0,0,0,1,Summer,0,0,0,0
4.010000228881837,0,0,0,0,Winter,1,0,1,0
0.14,0,0,0,1,Summer,0,0,1,1
2.9300000667572017,0,0,0,1,Spring,0,0,1,0
0.01,0,0,0,1,Spring,0,0,0,0
1.0590000000000002,0,0,0,1,Summer,0,0,0,0
0.046,0,0,0,1,Fall,0,0,0,0
0.055,0,0,0,0,Winter,0,0,1,0
1.015,0,0,0,0,Fall,0,0,0,0
2.218,0,0,0,1,Winter,0,0,0,0
0.01,0,0,0,1,Spring,0,0,0,1
0.6859999999999999,0,0,0,0,Fall,0,1,0,0
0.563,0,0,0,0,Winter,0,0,0,0
0.017,0,0,0,0,Winter,0,0,0,2
2.38,0,0,0,1,Spring,0,0,0,0
0.903,0,0,0,0,Summer,0,0,0,0
1.686,0,0,0,1,Winter,0,0,0,0
0.063,0,0,0,1,Summer,0,0,0,0
3.515,0,0,0,1,Summer,0,0,0,0
0.985,0,0,0,1,Fall,0,0,0,0
5.699,0,0,0,1,Winter,0,0,0,0
1.475,0,0,0,0,Winter,0,0,0,0
0.18,0,0,0,0,Winter,0,1,1,0
1.182,0,0,0,1,Winter,0,0,0,0
0.158,0,0,0,1,Spring,0,0,0,0
1.226,0,0,0,0,Winter,0,0,0,0
0.22,0,0,0,0,Winter,0,0,1,0
0.7020000000000001,0,0,0,1,Summer,0,0,1,0
0.336,0,0,0,0,Fall,0,0,1,1
2.109,0,0,0,0,Spring,0,0,0,0
1.123,0,0,0,0,Winter,0,0,0,0
0.602,0,0,0,1,Summer,0,0,0,0
1.870000004768372,0,0,0,0,Fall,0,0,0,0
0.018,0,0,0,0,Spring,0,0,0,0
3.776,0,0,0,1,Summer,0,0,0,0
4.730000019073486,0,0,0,1,Winter,0,1,0,0
0.86,0,0,0,0,Spring,0,0,1,0
1.295,0,0,0,0,Winter,0,0,0,0
1.149,0,0,0,1,Fall,0,0,0,0
0.0,0,0,0,1,Winter,0,0,0,0
0.924,0,0,0,1,Spring,0,0,1,0
0.306,0,0,0,0,Winter,0,1,0,0
0.4970000000000001,0,0,0,0,Fall,0,0,0,0
1.246,0,0,0,0,Fall,0,0,0,0
0.495,0,0,0,0,Spring,0,1,0,0
1.075,0,0,0,1,Summer,0,0,0,0
2.032,0,0,0,0,Fall,0,1,0,0
0.2,0,0,0,1,Winter,0,0,0,0
0.131,0,0,0,0,Winter,0,0,0,0
1.173,0,0,0,0,Winter,0,0,1,0
0.61,0,0,0,1,Spring,0,0,0,0
1.08,0,0,0,0,Winter,0,0,0,0
0.0,0,0,0,1,Fall,0,0,0,0
0.253,0,0,0,0,Fall,0,0,0,0
0.052,0,0,0,1,Fall,0,0,0,0
0.019,0,0,0,0,Summer,0,0,0,0
0.161,0,0,0,1,Winter,0,0,0,0
1.796,0,0,0,1,Spring,0,1,0,0
0.115,0,0,0,1,Fall,0,1,0,0
1.169,0,0,0,1,Spring,0,0,0,0
1.129,0,0,0,1,Winter,0,0,0,0
0.145,0,0,0,0,Winter,0,0,0,1
1.324,0,0,0,1,Winter,0,0,0,0
0.511,0,0,0,0,Fall,0,0,0,0
0.027,0,0,0,0,Fall,0,0,0,0
0.451,0,0,0,1,Fall,0,0,1,2
0.012,0,0,0,0,Summer,0,0,0,0
0.327,0,0,0,1,Winter,0,1,0,1
0.436,0,0,0,1,Summer,0,0,0,1
0.918,0,0,0,0,Fall,0,0,0,0
0.006,0,0,0,0,Summer,0,0,0,2
0.282,0,0,0,1,Winter,0,1,0,2
0.0,1,0,1,1,Spring,0,1,1,3
4.879,0,0,0,1,Spring,0,0,0,0
0.412,0,0,0,0,Winter,0,1,0,0
0.87,0,0,0,1,Summer,0,1,0,2
0.289,0,0,0,1,Fall,0,0,0,0
0.115,0,0,0,1,Winter,0,0,0,0
0.217,0,0,0,1,Summer,0,0,0,0
0.445,0,0,0,1,Summer,0,0,0,1
0.86,0,0,0,1,Spring,0,1,0,0
3.87,0,0,0,0,Winter,0,1,0,0
0.029,0,0,0,1,Fall,0,0,0,0
0.0,0,0,0,1,Winter,0,0,0,2
5.0760000000000005,0,0,0,1,Summer,0,1,0,0
0.216,0,0,0,1,Winter,0,0,0,0
0.159,0,0,0,1,Winter,1,0,0,0
0.009,0,0,0,0,Winter,0,0,1,1
0.111,0,0,0,1,Fall,0,0,0,0
0.251,0,0,0,0,Fall,0,0,0,0
1.597,0,0,0,1,Summer,0,0,0,0
0.354,0,0,0,0,Fall,0,0,0,0
0.25,0,0,0,1,Fall,0,0,0,1
0.481,0,0,0,0,Winter,0,0,1,0
1.003,0,0,0,0,Spring,0,1,0,1
1.169,0,0,0,1,Spring,1,0,1,0
0.353,0,0,0,1,Summer,0,0,0,0
0.277,0,0,0,1,Winter,0,1,0,0
0.0,0,0,0,0,Fall,0,0,1,1
0.348,0,0,0,0,Spring,0,0,0,0
2.309,0,0,0,1,Winter,0,0,0,1
0.0,0,0,1,0,Winter,0,0,0,0
2.572,0,0,0,1,Spring,0,1,0,0
2.009,0,0,0,1,Summer,0,1,0,0
0.19,0,0,0,0,Spring,0,0,0,0
0.284,0,0,0,0,Winter,0,0,0,1
2.612,0,0,0,1,Spring,0,0,0,0
1.132,0,0,0,0,Winter,0,1,0,0
0.106,0,0,0,0,Fall,0,1,0,0
0.243,0,0,0,1,Summer,0,0,0,1
0.5920000000000001,0,0,0,1,Summer,0,0,0,0
0.127,0,0,0,1,Winter,1,0,0,0
0.512,0,0,0,1,Spring,0,0,0,1
0.386,0,0,0,1,Summer,0,0,0,1
2.39,0,0,0,1,Fall,0,0,0,0
0.301,0,0,0,0,Fall,0,0,1,0
0.422,0,0,0,1,Winter,0,0,0,0
1.129,0,0,0,0,Summer,0,0,0,1
3.222,0,0,0,0,Fall,0,0,0,0
0.061,0,0,0,1,Summer,0,0,0,1
1.246,0,0,0,0,Winter,0,0,0,0
0.004,0,0,0,1,Spring,0,0,0,0
0.036,0,0,0,1,Spring,0,0,0,0
0.6409999999999999,0,0,0,0,Winter,0,0,0,0
1.3030000000000002,0,0,0,0,Summer,0,0,0,0
0.0,0,0,1,0,Fall,0,0,0,1
2.351,0,0,0,0,Fall,0,0,0,0
0.093,0,0,0,0,Spring,0,1,0,0
0.743,0,0,0,1,Fall,0,0,1,0
10.502,0,0,0,0,Fall,0,0,1,0
0.025,0,0,0,1,Fall,0,0,0,0
0.928,0,0,0,1,Spring,0,0,0,0
0.0,1,0,0,1,Winter,0,1,0,2
0.416,0,0,0,1,Spring,0,0,0,1
1.027,0,0,0,1,Fall,0,0,0,0
3.751,0,0,0,1,Winter,0,0,0,0
0.852,0,0,0,1,Winter,0,0,0,0
0.478,0,0,0,0,Winter,0,0,0,1
0.01,0,0,0,0,Spring,0,0,0,1
0.288,0,0,0,0,Fall,0,0,0,1
2.715,0,0,0,1,Winter,0,0,0,0
1.358,0,0,0,1,Summer,0,1,0,1
2.481,0,0,0,1,Spring,0,0,0,0
0.331,0,0,0,0,Fall,0,0,0,0
0.433,0,0,0,1,Summer,0,0,0,0
0.0,0,0,0,1,Fall,0,0,1,0
0.861,0,0,0,0,Winter,0,0,0,0
0.358,0,0,0,1,Fall,0,0,0,0
0.8190000000000001,0,0,0,1,Summer,0,0,0,0
0.975,0,0,0,0,Fall,0,1,0,0
0.349,0,0,0,1,Winter,0,0,1,0
1.898,0,0,0,1,Summer,0,0,0,0
0.467,0,0,0,0,Fall,0,0,0,0
4.144,0,0,0,1,Summer,0,0,0,0
0.401,0,0,0,1,Winter,0,1,0,1
8.06,0,0,0,0,Winter,0,0,0,0
0.008,0,0,0,0,Winter,0,1,0,0
0.674,0,0,0,1,Winter,0,0,0,0
0.267,0,0,0,0,Winter,0,0,0,0
0.248,0,0,0,1,Fall,0,1,0,1
0.008,0,0,0,1,Winter,1,0,1,1
0.123,0,0,0,1,Fall,0,0,0,0
0.96,0,0,0,1,Winter,0,0,0,0
0.146,0,0,0,1,Winter,0,0,0,0
0.5920000000000001,0,0,0,0,Fall,0,0,0,0
0.0,0,0,1,0,Winter,0,1,0,0
0.818,0,0,0,1,Spring,0,0,0,0
0.955,0,0,0,1,Summer,0,0,1,0
1.056,0,0,0,1,Spring,0,0,0,0
0.474,0,0,0,1,Spring,0,1,0,1
1.443,0,0,0,1,Fall,0,0,0,0
0.0,0,0,0,1,Fall,0,0,0,3
2.924,0,0,0,1,Summer,0,0,0,0
0.748,0,0,0,1,Fall,0,0,0,0
0.672,0,0,0,1,Summer,0,0,0,0
0.038,0,0,0,0,Winter,0,0,1,0
0.241,0,0,0,0,Fall,0,0,0,0
0.531,0,0,0,1,Winter,0,0,0,0
0.174,0,0,0,1,Summer,0,0,0,2
0.83,0,0,0,0,Winter,0,1,0,1
0.0819999999999999,0,0,0,1,Spring,0,0,1,0
1.012,0,0,0,1,Fall,0,0,0,0
0.535,0,0,0,0,Spring,0,0,0,0
1.976,0,0,0,1,Winter,0,0,1,1
0.767,0,0,0,1,Summer,0,0,0,0
0.034,0,0,0,1,Spring,0,0,0,0
2.255,0,0,0,1,Summer,0,0,0,0
1.7599999904632568,0,0,0,1,Summer,0,1,0,0
0.812,0,0,0,0,Winter,0,0,1,0
0.012,0,0,0,1,Spring,0,0,0,0
2.158,0,0,0,0,Fall,0,0,0,1
0.057,0,0,0,0,Summer,0,0,0,0
0.5,0,0,0,1,Spring,0,0,0,0
0.221,0,0,0,1,Summer,0,0,0,0
0.522,0,0,0,1,Summer,0,0,0,0
0.8240000000000001,0,0,0,0,Winter,0,0,0,0
0.506,0,0,0,1,Summer,0,0,0,0
0.023,0,0,0,0,Summer,0,0,0,0
