Distance(mi),Amenity,No_Exit,Station,Sunrise_Sunset,Season,Snow_Ice,Low_Vis_Weather,Rainy,Qty_Slowing_Elements
0.045,0,0,0,1,Summer,0,0,0,0
0.775,0,0,0,1,Spring,0,0,0,0
0.545,0,0,0,1,Fall,0,0,0,0
0.682,0,0,0,0,Spring,0,0,0,1
3.92,0,0,0,1,Summer,0,0,0,0
1.071,0,0,0,1,Summer,0,0,0,1
2.191,0,0,0,1,Winter,1,0,1,0
0.991,0,0,0,0,Fall,0,1,0,0
0.851,0,0,0,1,Winter,0,0,0,0
0.282,0,0,0,0,Spring,0,0,0,1
0.368,0,0,0,0,Winter,0,0,0,0
3.0,0,0,0,0,Fall,0,0,0,0
0.0,0,0,1,1,Spring,0,1,0,0
2.333,0,0,0,1,Fall,0,0,0,0
1.8,0,0,0,1,Winter,0,0,1,0
0.005,0,0,0,1,Fall,0,0,0,2
0.987,0,0,0,1,Summer,0,0,0,0
0.757,0,0,0,1,Winter,0,0,0,0
0.501,0,0,0,1,Summer,0,0,0,0
0.5870000000000001,0,0,0,0,Fall,0,1,0,0
0.6970000000000001,0,0,0,0,Fall,0,0,0,0
0.318,0,0,0,0,Fall,0,0,0,0
0.479,0,0,0,1,Fall,0,0,0,0
1.024,0,0,0,0,Summer,0,1,0,0
0.057,0,0,0,0,Fall,0,1,0,0
0.114,0,0,0,0,Winter,0,0,1,0
0.434,0,0,0,1,Winter,0,0,0,0
2.87,0,0,0,1,Summer,0,0,0,0
1.702,0,0,0,1,Spring,0,0,0,0
0.019,0,0,0,1,Fall,0,0,0,0
0.421,0,0,0,0,Winter,0,0,0,1
6.077999999999999,0,0,0,1,Spring,0,0,0,1
1.845,0,0,0,1,Fall,0,0,0,0
0.6409999999999999,0,0,0,0,Summer,0,1,0,0
0.149,0,0,0,1,Fall,0,0,0,0
1.332,0,0,0,1,Winter,1,0,1,0
0.929,0,0,0,0,Winter,1,0,1,0
0.209,0,0,0,0,Winter,0,0,0,0
0.291,0,0,0,1,Spring,0,0,0,0
1.671,0,0,0,1,Winter,0,0,0,1
2.175,0,0,0,0,Fall,0,0,0,0
6.535,0,0,0,1,Fall,0,1,0,0
1.07,0,0,0,1,Fall,0,0,0,0
0.974,0,0,0,1,Winter,0,0,0,0
1.079,0,0,0,1,Winter,0,0,0,0
0.101,0,0,0,1,Winter,0,0,0,0
2.98,0,0,0,1,Spring,0,1,0,1
1.825,0,0,0,1,Winter,1,0,0,0
0.464,0,0,0,1,Winter,0,0,0,0
1.022,0,0,0,1,Winter,0,1,0,0
1.153,0,0,0,1,Winter,0,0,0,0
0.569,0,0,0,1,Fall,0,0,1,0
2.079,0,0,0,0,Winter,0,0,0,1
1.072,0,0,0,0,Winter,0,0,0,0
0.207,0,0,0,1,Fall,0,0,0,1
3.743,0,0,0,1,Winter,0,0,0,0
0.381,0,0,0,0,Winter,0,0,0,0
0.465,0,0,0,1,Summer,0,0,0,0
0.07,0,0,0,0,Winter,0,1,0,0
0.532,0,0,0,1,Summer,0,0,1,0
1.067,0,0,0,1,Spring,0,1,1,0
0.6609999999999999,0,0,0,1,Spring,0,0,0,0
2.198,0,0,0,0,Fall,0,0,1,0
0.01,0,0,0,1,Spring,0,0,0,0
1.870000004768372,0,0,0,1,Spring,0,1,0,1
0.077,0,0,0,1,Winter,0,0,0,0
0.02,0,0,0,0,Winter,0,0,1,0
4.46,0,0,0,1,Winter,0,0,0,0
0.763,0,0,0,1,Fall,0,0,0,0
0.447,0,0,0,1,Winter,0,0,1,0
0.0,0,0,0,1,Spring,0,1,0,0
0.447,0,0,0,0,Winter,0,0,0,1
0.308,0,0,0,0,Spring,1,0,1,0
0.046,0,0,0,1,Fall,0,0,0,0
0.419,0,0,0,1,Fall,0,0,0,1
0.355,0,0,0,1,Spring,0,0,0,0
0.598,0,0,0,1,Summer,0,0,0,0
0.199,0,0,0,1,Fall,0,0,0,0
0.821,0,0,0,0,Winter,0,0,0,0
0.61,0,0,0,1,Winter,0,1,0,0
1.123,0,0,0,0,Spring,0,0,0,0
0.1669999999999999,0,0,0,0,Winter,0,1,0,0
3.224,0,0,0,0,Spring,0,1,0,0
0.8029999999999999,0,0,0,0,Fall,0,0,0,0
0.109,0,0,0,1,Spring,0,0,0,0
3.01,0,0,0,1,Winter,0,0,0,0
0.0,0,0,0,1,Winter,0,0,1,1
0.579,0,0,0,0,Fall,0,0,0,0
0.154,0,0,0,1,Winter,0,0,0,0
0.008,0,0,0,0,Winter,0,0,0,0
0.5670000000000001,0,0,1,0,Winter,0,0,0,1
0.513,0,0,0,1,Fall,0,1,0,0
0.067,0,0,0,1,Fall,0,0,0,0
1.4800000190734863,0,0,0,0,Summer,0,0,0,0
0.149,0,0,0,1,Fall,0,0,0,1
2.144,0,0,0,0,Fall,0,0,1,0
0.296,0,0,0,0,Spring,0,0,0,1
0.06,0,0,0,0,Fall,0,0,0,0
0.066,0,0,0,0,Winter,0,1,0,0
0.868,0,0,0,0,Fall,0,0,1,0
1.056,0,0,0,1,Winter,0,0,1,1
29.059999465942383,0,0,0,1,Fall,0,0,0,0
0.041,0,0,0,0,Winter,0,0,0,0
0.413,0,0,0,0,Winter,0,1,0,0
2.5899999141693115,0,0,0,1,Summer,0,1,0,0
0.333,0,0,0,0,Summer,0,0,0,0
0.149,0,0,0,0,Winter,0,0,0,1
0.081,0,0,0,0,Winter,1,0,0,0
0.014,0,0,0,0,Fall,1,0,0,0
1.211,0,0,0,0,Winter,0,0,1,0
0.192,0,0,0,0,Fall,0,1,0,0
0.193,0,0,0,1,Spring,0,0,0,1
0.8440000000000001,0,0,0,0,Winter,0,0,0,0
0.6559999999999999,0,0,0,0,Winter,0,1,0,0
0.232,0,0,0,1,Spring,0,0,0,0
0.7090000000000001,0,0,0,1,Spring,0,0,0,1
0.028,0,0,0,0,Winter,0,0,1,0
1.6780000000000002,0,0,0,0,Winter,0,0,0,1
0.074,0,0,0,1,Summer,0,0,0,0
0.284,0,0,0,1,Spring,0,0,0,1
0.813,0,0,0,1,Fall,0,0,1,0
0.103,0,0,0,1,Winter,0,0,0,0
0.383,0,0,0,0,Fall,0,0,0,0
0.004,0,0,0,1,Fall,0,0,0,1
0.101,0,0,0,1,Summer,0,0,0,0
0.263,0,0,0,0,Fall,0,0,1,1
3.284,0,0,0,0,Fall,0,1,0,0
0.392,0,0,0,1,Spring,0,1,0,1
0.057,0,0,0,1,Summer,0,0,0,1
0.212,0,0,0,0,Fall,0,0,0,1
0.02,0,0,0,1,Spring,0,1,0,2
1.048,0,0,0,1,Spring,0,0,0,0
0.7040000000000001,0,0,0,1,Summer,0,1,0,0
0.504,0,0,0,0,Winter,0,0,0,0
0.39,0,0,0,0,Fall,0,0,0,1
1.29,0,0,0,1,Spring,0,0,0,0
1.325,0,0,0,1,Fall,0,0,0,0
0.523,0,0,0,0,Fall,0,0,0,0
0.674,0,0,0,1,Winter,0,0,0,1
0.3499999940395355,0,0,0,0,Summer,0,0,0,0
1.56,0,0,0,0,Fall,0,0,0,0
0.027,0,0,0,0,Winter,0,0,1,1
5.980000019073486,0,0,0,1,Fall,0,0,0,1
0.539,0,0,0,1,Fall,0,0,1,0
0.914,0,0,0,0,Fall,0,1,0,0
0.09,0,0,1,1,Fall,0,0,1,0
1.414,0,0,0,1,Summer,0,0,0,0
0.099,0,0,0,1,Spring,0,0,0,0
0.21,0,0,0,1,Fall,0,1,0,0
1.46,0,0,0,0,Winter,0,0,1,1
0.588,0,0,0,1,Summer,0,1,0,0
0.058,0,0,0,0,Spring,0,0,0,0
1.474,0,0,0,0,Fall,0,1,0,0
0.6709999999999999,0,0,0,1,Winter,0,0,0,1
1.244,0,0,0,1,Summer,0,0,0,0
2.792,0,0,0,1,Spring,0,0,0,0
0.227,0,0,0,0,Winter,0,0,0,1
2.076,0,0,0,0,Fall,0,0,0,0
0.284,0,0,0,0,Winter,0,1,0,1
2.032,0,0,0,1,Summer,0,0,0,0
0.8059999999999999,0,0,0,0,Summer,0,0,0,0
0.02,0,0,0,1,Spring,0,0,0,0
0.136,0,0,0,0,Fall,0,0,0,0
0.6920000000000001,0,0,0,1,Winter,1,0,1,0
6.260000228881836,0,0,0,0,Fall,0,1,0,1
3.044,0,0,0,1,Winter,0,0,0,0
0.139,0,0,0,1,Winter,0,0,0,0
0.068,0,0,0,1,Fall,0,0,0,1
0.5429999999999999,0,0,0,1,Winter,0,1,0,0
1.338,0,0,0,1,Winter,0,0,0,1
2.149,0,0,0,0,Spring,0,0,0,1
0.04,0,0,0,1,Winter,0,0,1,1
1.19,0,0,0,1,Spring,0,1,0,0
0.0069999999999999,0,0,0,0,Winter,1,0,1,1
0.223,0,0,0,0,Summer,0,1,0,0
0.018,0,0,0,1,Summer,0,0,0,0
0.438,0,0,0,1,Spring,0,0,1,0
1.258,0,0,0,0,Fall,0,0,0,0
0.42,0,0,0,0,Winter,0,0,0,0
0.48,0,0,0,1,Fall,0,1,0,0
0.149,0,0,0,1,Fall,0,0,0,0
0.395,0,0,0,0,Fall,0,1,0,0
0.422,0,0,0,0,Fall,0,0,0,0
0.243,0,0,0,1,Winter,0,0,0,0
1.088,0,0,0,0,Spring,0,1,0,0
0.753,0,0,0,1,Summer,0,0,0,1
0.01,0,0,0,1,Winter,0,0,0,0
0.7829999999999999,0,0,0,1,Fall,0,1,0,0
0.391,0,0,0,1,Spring,0,1,0,0
0.569,0,0,0,1,Summer,0,0,0,0
0.77,0,0,0,1,Summer,0,0,1,0
0.033,0,0,0,0,Fall,0,0,0,2
3.15,0,0,0,1,Summer,0,1,0,0
0.789,0,0,0,1,Summer,0,0,0,0
0.961,0,0,0,1,Winter,0,0,0,0
0.7170000000000001,0,0,0,1,Spring,0,0,0,0
3.124,0,0,0,1,Fall,0,0,0,0
0.6890000000000001,0,0,0,0,Winter,0,0,0,1
0.021,0,0,0,1,Fall,0,0,0,1
1.0499999523162842,0,0,0,1,Fall,0,0,0,0
3.974,0,0,0,1,Fall,0,0,1,0
0.184,0,0,0,1,Spring,0,0,0,0
2.467,0,0,0,1,Fall,0,1,0,0
1.295,0,0,0,1,Spring,0,1,0,0
3.452,0,0,0,1,Fall,0,0,0,0
8.979999542236328,0,0,0,1,Spring,0,1,0,1
0.24,0,0,0,1,Fall,0,1,0,0
0.831,0,0,0,0,Fall,0,0,0,0
1.085,0,0,0,0,Summer,0,0,0,0
0.478,0,0,0,1,Fall,0,1,0,0
0.343,0,0,0,1,Summer,0,0,0,2
0.033,0,0,0,0,Winter,0,0,0,2
0.493,0,0,0,1,Winter,0,0,0,0
0.229,0,0,0,0,Winter,0,0,0,1
1.916,0,0,0,1,Spring,0,0,0,0
0.07,0,0,1,0,Winter,0,0,1,2
0.136,0,0,0,1,Fall,0,0,0,1
0.7070000000000001,0,0,0,1,Fall,0,0,0,0
1.82,0,0,0,1,Winter,0,0,0,0
0.188,0,0,0,0,Winter,0,0,0,0
1.199,0,0,0,1,Summer,0,0,0,0
0.017,0,0,0,1,Winter,0,0,0,2
2.041,0,0,0,0,Fall,0,0,0,0
0.496,0,0,0,1,Winter,0,1,0,1
0.371,0,0,0,0,Winter,0,0,0,0
0.647,0,1,1,1,Spring,0,0,0,2
2.629,0,0,0,1,Winter,0,0,0,0
0.388,0,0,0,0,Summer,0,0,0,1
0.02,0,0,0,0,Spring,0,0,0,1
1.4780000000000002,0,0,0,1,Spring,0,0,0,0
1.396,0,0,0,0,Fall,0,0,0,0
0.23,0,0,0,1,Spring,0,1,0,0
0.01,0,0,0,1,Spring,0,0,1,0
1.777,0,0,0,1,Winter,0,0,1,0
0.012,0,0,0,1,Spring,0,0,0,2
0.405,0,0,0,0,Fall,0,0,0,0
0.286,0,0,0,1,Fall,0,0,0,0
0.136,0,0,0,0,Winter,0,1,0,0
1.898,0,0,0,0,Winter,0,0,0,0
2.351,0,0,0,1,Spring,1,0,1,0
1.519,0,0,0,1,Summer,0,1,0,0
1.238,0,0,0,1,Summer,0,1,0,0
1.706,0,0,0,1,Summer,0,0,0,0
3.671,0,0,0,1,Summer,0,0,1,0
0.053,0,0,0,0,Winter,0,0,0,0
0.04,0,0,0,0,Winter,0,0,0,0
0.458,0,0,0,1,Summer,0,1,0,0
0.6579999999999999,0,0,0,1,Winter,0,0,0,0
1.476,0,0,0,1,Winter,0,0,0,0
0.144,0,0,0,1,Spring,0,0,0,0
0.023,0,0,0,0,Fall,0,0,1,2
0.171,0,0,0,1,Summer,0,0,0,0
0.051,0,0,0,1,Winter,0,0,0,1
1.228,0,0,0,0,Fall,0,1,0,0
0.562,0,0,0,1,Summer,0,0,0,1
0.144,1,0,0,1,Summer,0,0,0,1
1.631,0,0,0,1,Spring,0,1,0,0
0.351,0,0,0,0,Fall,0,0,0,0
0.028,0,0,0,1,Winter,0,0,0,1
1.393,0,0,0,1,Summer,0,0,0,0
0.01,0,0,1,1,Winter,0,1,0,2
0.6629999999999999,0,0,0,0,Fall,0,1,0,0
1.007,0,0,0,0,Spring,0,0,0,0
0.314,0,0,0,0,Fall,0,0,0,1
2.286,0,0,0,1,Summer,0,0,0,0
2.649,0,0,0,1,Winter,0,1,0,0
0.383,0,0,0,1,Winter,0,0,1,0
5.9099998474121085,0,0,0,1,Spring,0,1,0,0
5.723,0,0,0,0,Fall,0,0,0,0
6.246,0,0,0,1,Fall,0,0,0,0
0.654,0,0,0,1,Winter,0,0,0,0
0.83,0,0,0,1,Summer,0,0,0,1
1.368,0,0,0,1,Summer,0,0,0,1
0.029,0,0,0,1,Winter,0,0,0,1
0.068,0,0,0,1,Winter,0,0,1,0
0.718,0,0,0,1,Winter,0,0,0,0
0.071,0,0,0,1,Fall,0,0,0,0
0.02,0,0,0,1,Spring,0,0,0,1
0.11,0,0,0,0,Winter,0,0,0,0
0.975,0,0,0,0,Fall,0,0,0,0
0.953,0,0,0,1,Spring,0,0,0,0
4.084,0,0,0,1,Fall,0,0,0,0
0.027,0,0,0,0,Fall,0,0,0,2
0.048,0,0,0,1,Spring,0,0,0,0
0.438,0,0,0,0,Summer,0,0,0,1
6.9060000000000015,0,0,0,1,Summer,0,0,0,0
0.029,0,0,0,1,Fall,0,0,1,1
0.017,0,0,0,0,Fall,0,0,0,1
1.199,0,0,0,1,Summer,0,0,0,1
1.2919999999999998,0,0,0,0,Winter,0,0,0,0
0.48,0,0,0,0,Summer,0,0,1,0
1.864,0,0,0,0,Winter,0,0,0,0
0.059,1,0,0,0,Winter,0,0,0,0
0.209,0,0,0,1,Summer,0,0,0,0
0.109,0,0,0,1,Spring,0,1,0,0
0.495,0,0,0,0,Winter,0,1,0,0
0.01,0,0,0,0,Winter,0,0,1,1
0.4000000059604645,0,0,0,0,Summer,0,0,0,0
0.092,0,0,0,1,Spring,0,0,0,0
3.602,0,0,0,1,Spring,0,0,0,0
1.3630000000000002,0,0,0,0,Winter,0,0,1,0
2.403,0,0,0,1,Fall,0,1,0,0
6.718999999999999,0,0,0,1,Spring,0,0,0,1
0.463,0,0,0,1,Winter,0,0,0,0
1.6669999999999998,0,0,0,1,Spring,0,1,0,0
2.4530000000000003,0,0,0,1,Summer,0,0,0,0
1.245,0,0,0,0,Fall,0,0,1,0
2.079,0,0,0,1,Fall,0,0,0,0
3.095,0,0,0,0,Spring,0,0,0,0
0.044,0,0,0,0,Winter,0,0,0,1
0.375,0,0,0,1,Winter,0,0,0,1
0.383,0,0,0,1,Fall,0,0,0,1
3.003,0,0,0,1,Summer,0,0,0,0
0.1639999999999999,0,0,0,0,Winter,0,0,0,1
0.21,0,0,0,1,Fall,0,1,0,1
0.991,0,0,0,1,Fall,0,0,0,0
0.078,0,0,0,1,Summer,0,0,0,0
3.3280000000000003,0,0,0,0,Winter,0,0,0,0
0.0,1,0,0,1,Summer,0,0,0,0
1.887,0,0,0,0,Fall,0,0,0,0
0.149,0,0,0,0,Spring,0,0,0,1
0.264,0,0,0,0,Fall,0,0,0,0
0.938,0,0,0,1,Summer,0,0,0,0
0.8029999999999999,0,0,0,1,Fall,0,0,0,0
1.6030000000000002,0,0,0,1,Fall,0,0,1,0
11.416,0,0,0,1,Summer,0,0,0,0
1.7519999999999998,0,0,0,0,Fall,0,1,0,0
0.534,0,0,0,1,Summer,0,0,0,0
0.0,0,0,0,0,Spring,0,0,0,0
0.152,0,0,0,1,Summer,0,0,1,0
0.931,0,0,0,1,Winter,1,0,0,0
1.2,0,0,0,1,Summer,0,0,0,0
0.58,0,0,0,1,Summer,0,0,0,0
0.3670000000000001,0,0,0,0,Summer,0,0,0,1
0.8909999999999999,0,0,0,1,Fall,0,0,0,1
0.5660000000000001,0,0,0,1,Spring,0,0,0,0
0.626,0,0,0,0,Winter,0,0,0,0
0.406,0,0,0,1,Spring,0,0,0,0
1.053,0,0,0,0,Fall,0,0,0,0
0.051,0,0,0,0,Spring,0,0,0,0
0.8,0,0,0,1,Winter,0,0,0,0
0.745,0,0,0,0,Fall,0,0,0,0
0.0,0,0,0,1,Fall,1,0,0,0
0.748,0,0,0,1,Summer,0,0,0,0
0.1299999952316284,0,0,0,0,Fall,0,0,0,0
4.113,0,0,0,1,Fall,0,1,0,0
0.048,0,0,0,1,Summer,0,0,1,0
0.18,0,0,0,1,Fall,0,0,0,0
1.251,0,0,0,1,Winter,0,0,0,0
6.794,0,0,0,1,Spring,0,0,0,0
0.043,0,0,0,0,Winter,0,0,0,0
0.0,0,0,1,1,Winter,0,0,0,1
0.17,0,0,0,0,Fall,0,0,0,0
0.383,0,0,0,1,Summer,0,0,1,0
0.941,0,0,0,1,Winter,0,0,0,0
0.987,0,0,0,1,Winter,0,0,0,0
1.422,0,0,0,1,Fall,0,0,0,0
0.7,0,0,0,1,Fall,0,0,0,0
0.198,0,0,0,1,Spring,0,0,0,0
0.747,0,0,0,0,Fall,0,0,0,1
0.987,0,0,0,0,Winter,0,0,0,0
0.929,0,0,0,1,Winter,0,0,0,0
0.277,0,0,0,1,Winter,0,0,0,0
0.37,0,0,0,1,Spring,0,0,0,0
2.667,0,0,0,1,Winter,0,0,0,0
0.221,0,0,0,1,Summer,0,0,0,1
1.109,0,0,0,1,Spring,0,0,0,0
2.327,0,0,0,1,Spring,0,0,1,0
0.255,0,0,0,0,Fall,0,0,1,0
0.522,0,0,0,1,Fall,0,0,0,1
0.158,0,0,0,1,Fall,0,0,0,0
0.032,0,0,0,0,Winter,0,0,0,1
2.63,0,0,0,0,Winter,0,1,0,1
0.7440000000000001,0,0,0,1,Summer,0,0,0,0
0.74,0,0,0,0,Summer,0,0,0,2
0.83,0,0,0,0,Summer,0,0,0,1
0.0,0,0,0,0,Spring,0,0,1,0
0.418,0,0,0,0,Fall,0,0,0,0
0.376,0,0,0,1,Fall,0,0,0,0
1.819,0,0,0,1,Spring,0,0,1,0
2.047,0,0,0,1,Summer,0,0,0,0
0.105,0,0,0,1,Fall,0,1,0,1
2.254,0,0,0,0,Fall,0,0,1,0
0.355,0,0,0,1,Spring,0,0,0,1
2.7060000000000004,0,0,0,1,Summer,0,0,0,1
0.223,0,0,0,1,Fall,0,0,0,2
1.202,0,0,0,1,Winter,0,0,0,0
0.212,0,0,0,1,Winter,0,0,0,0
1.443,0,0,0,0,Winter,0,1,0,0
0.726,0,0,0,1,Winter,0,0,0,0
2.0199999809265137,0,0,0,1,Summer,0,1,0,0
0.047,0,0,0,1,Fall,0,0,0,1
1.131,0,0,0,1,Spring,0,0,0,0
0.017,0,0,0,0,Summer,0,0,0,0
0.098,0,0,0,1,Spring,0,0,0,1
0.017,0,0,0,0,Winter,0,0,0,0
0.0,0,0,0,0,Spring,0,1,0,0
4.712,0,0,0,1,Winter,0,0,0,0
2.085,0,0,0,1,Winter,0,0,0,1
2.286,0,0,0,1,Spring,0,0,0,0
0.328,0,0,0,1,Winter,0,0,0,0
0.943,0,0,0,1,Spring,0,0,0,0
0.8170000000000001,0,0,0,1,Winter,0,0,0,0
2.102,0,0,0,0,Fall,0,1,0,0
0.024,0,0,0,0,Spring,0,1,0,0
6.341,0,0,0,1,Winter,0,0,0,0
0.0,0,0,1,1,Winter,0,0,0,2
7.19,0,0,0,1,Summer,0,0,0,1
1.624,0,0,0,1,Fall,0,1,0,0
0.48,0,0,0,0,Winter,0,0,0,1
1.186,0,0,0,1,Spring,0,0,0,0
0.473,0,0,0,1,Fall,0,1,0,1
0.03,0,0,0,0,Summer,0,0,0,0
0.061,0,0,0,1,Summer,0,0,0,1
2.229,0,0,0,1,Summer,0,0,0,0
0.088,0,0,0,0,Winter,0,0,0,0
0.532,0,0,0,0,Spring,0,0,0,1
0.531,0,0,0,0,Fall,0,0,0,0
0.7,0,0,0,0,Fall,0,0,0,0
0.217,0,0,0,1,Fall,0,0,0,0
0.3670000000000001,0,0,0,1,Winter,0,0,0,1
0.063,0,0,0,1,Winter,0,0,1,0
0.259,0,0,0,1,Summer,0,1,0,0
1.369,0,0,0,1,Spring,0,0,0,0
0.0,0,0,0,1,Summer,0,0,1,0
0.081,0,0,0,1,Winter,0,0,0,0
0.951,0,0,0,1,Summer,0,1,0,0
0.5820000000000001,0,0,0,0,Winter,0,0,0,0
1.568,0,0,0,0,Winter,0,0,0,0
1.7699999809265137,0,0,0,1,Spring,0,1,0,1
0.638,0,0,0,1,Fall,0,0,0,0
0.128,0,0,0,1,Summer,0,1,0,1
6.283,0,0,0,1,Spring,0,1,0,0
1.401,0,0,0,0,Spring,0,0,1,1
0.1669999999999999,0,0,0,1,Fall,0,0,0,0
0.4270000000000001,0,0,0,0,Winter,0,1,0,0
0.23,0,0,0,1,Fall,0,0,0,0
0.143,0,0,0,1,Winter,0,0,0,0
0.5299999713897705,0,0,0,0,Winter,0,0,0,0
0.306,0,0,0,1,Spring,0,0,0,0
1.119,1,0,0,1,Winter,1,0,0,0
0.334,0,0,0,0,Fall,0,1,0,0
1.513,0,0,0,0,Winter,0,1,0,1
0.8340000000000001,0,0,0,1,Spring,0,0,0,0
6.881,0,0,0,1,Winter,0,0,0,0
0.102,0,0,0,0,Winter,0,0,0,0
6.335,0,0,0,1,Fall,0,0,0,0
2.390000104904175,0,0,0,1,Summer,0,1,0,0
0.308,0,0,0,1,Spring,0,0,0,0
0.53,0,0,0,1,Summer,0,0,0,0
0.325,0,0,0,0,Fall,0,0,1,0
0.3,0,0,0,0,Winter,0,1,0,0
1.56,0,0,0,0,Fall,0,0,0,0
0.009,0,0,0,1,Summer,0,0,0,1
0.983,0,0,0,1,Summer,0,0,0,0
0.86,0,0,0,0,Fall,0,0,0,0
3.4600000381469727,0,0,0,1,Summer,0,1,0,0
0.055,0,0,0,0,Winter,0,1,0,0
1.7480000000000002,0,0,0,0,Fall,0,0,0,0
8.0,0,0,0,1,Summer,0,0,0,0
0.0,0,0,0,1,Winter,0,1,1,0
0.023,0,0,0,0,Fall,0,0,0,1
0.276,0,0,0,1,Spring,0,0,0,1
0.759,0,0,0,1,Spring,0,1,0,0
0.053,0,0,0,1,Summer,0,0,0,0
0.045,0,0,1,0,Winter,0,1,0,1
0.9499999880790708,0,0,0,0,Fall,0,0,0,0
0.146,0,0,0,1,Spring,0,0,0,0
0.173,0,0,0,1,Fall,0,0,0,0
1.026,0,0,0,1,Winter,0,0,0,0
1.504,0,0,0,1,Summer,0,0,1,0
0.462,0,0,0,0,Fall,0,0,0,0
0.499,0,0,0,0,Summer,0,1,0,1
0.148,0,0,0,0,Fall,0,0,1,1
1.22,0,0,0,1,Fall,0,0,0,0
0.841,0,0,0,1,Fall,0,1,0,0
1.051,0,0,0,0,Fall,0,0,0,0
0.015,0,0,0,0,Fall,0,0,0,0
0.433,0,0,0,0,Winter,0,0,0,2
1.123,0,0,0,0,Fall,0,0,0,0
6.442,0,0,0,0,Spring,0,1,0,0
5.055,0,0,0,1,Summer,0,0,0,0
0.039,0,0,0,1,Spring,0,0,0,0
0.257,0,0,0,1,Winter,1,0,1,0
0.841,0,0,0,1,Spring,0,0,0,0
0.046,0,0,0,0,Winter,0,0,0,0
0.152,0,0,0,1,Winter,0,0,0,0
3.637,0,0,0,1,Summer,0,0,1,0
0.01,0,0,0,1,Winter,0,0,1,1
0.875,0,0,0,1,Winter,0,0,0,0
0.428,0,0,0,0,Summer,0,0,0,0
0.44,0,0,0,0,Fall,0,0,1,1
14.039999961853027,0,0,0,0,Fall,0,0,1,0
0.07,0,0,0,1,Summer,0,0,0,1
0.11,0,0,0,0,Winter,0,0,0,0
1.065,0,0,0,1,Spring,0,0,0,0
0.303,0,1,0,0,Summer,0,1,0,0
0.04,0,0,0,1,Winter,0,0,0,0
0.054,0,0,0,1,Winter,0,0,0,1
0.0,0,0,0,0,Fall,0,1,0,1
0.074,0,0,0,0,Winter,0,1,0,0
1.53,0,0,0,1,Winter,0,0,0,0
0.998,0,0,0,0,Winter,0,0,0,0
0.884,0,0,0,0,Winter,1,0,0,1
0.972,0,0,0,1,Spring,0,0,0,0
0.25,0,0,0,1,Spring,0,1,0,0
0.097,0,0,0,0,Winter,0,0,0,0
0.959,0,0,0,1,Fall,0,1,0,0
0.841,0,0,0,1,Summer,0,0,1,0
0.0,0,0,0,1,Winter,0,0,0,1
0.187,0,0,0,0,Winter,0,0,0,0
0.125,0,0,0,0,Summer,0,0,0,0
0.015,0,0,0,0,Fall,0,0,0,0
0.31,0,0,0,1,Summer,0,0,0,1
0.329,0,0,0,1,Winter,0,0,0,0
0.738,0,0,0,1,Winter,0,0,0,0
0.358,0,0,0,1,Summer,0,0,0,2
0.207,0,0,0,1,Spring,0,0,0,0
0.708,0,0,0,1,Winter,1,0,1,0
4.1110000000000015,0,0,0,1,Summer,0,0,0,0
6.247999999999998,0,0,0,0,Fall,0,0,0,1
0.0,0,0,0,1,Spring,0,1,0,1
0.8270000000000001,0,0,0,1,Spring,0,0,0,0
0.044,0,0,0,0,Summer,0,1,0,0
0.0,0,0,0,1,Spring,0,0,1,0
1.136,0,0,0,1,Summer,0,0,0,0
0.396,0,0,0,0,Winter,0,0,1,1
1.585,0,0,0,1,Winter,0,0,0,0
0.757,0,0,0,1,Fall,0,1,0,0
1.202,0,0,0,1,Fall,0,0,0,0
0.823,0,0,0,0,Spring,0,0,0,0
0.119,0,0,0,0,Winter,0,0,0,0
2.039,0,0,0,1,Fall,0,1,0,0
0.004,0,0,0,0,Spring,0,0,1,1
0.328,0,0,0,0,Summer,0,0,0,0
0.037,0,0,0,0,Summer,0,1,0,2
0.244,0,0,0,1,Spring,0,0,0,0
0.452,0,0,0,1,Spring,0,1,0,0
0.03,0,0,0,1,Spring,0,0,1,1
3.124,0,0,0,1,Summer,0,0,0,0
1.198,1,0,0,0,Winter,0,0,0,0
1.455,0,0,0,1,Fall,0,0,0,0
1.7599999904632568,0,0,0,0,Summer,0,0,0,1
0.452,0,0,0,1,Winter,0,1,0,0
0.345,0,0,0,1,Winter,0,0,0,0
0.7659999999999999,0,0,0,0,Summer,0,0,0,0
0.139,0,0,0,0,Winter,0,1,0,0
0.194,0,0,0,1,Winter,0,0,0,0
3.446,0,0,0,1,Summer,0,1,0,0
2.38,0,0,0,1,Spring,0,0,0,0
1.007,0,0,0,1,Spring,0,0,0,0
0.294,0,0,0,1,Winter,0,0,0,0
4.464,0,0,0,0,Summer,0,0,1,0
1.127,0,0,0,1,Winter,1,0,1,0
0.246,0,0,0,1,Winter,0,0,0,0
0.198,0,0,0,1,Summer,0,1,0,1
1.06,0,0,0,1,Summer,0,0,0,0
0.1,0,0,0,1,Winter,0,0,0,0
0.535,0,0,0,0,Spring,0,0,0,0
0.069,0,0,0,1,Winter,0,1,0,0
0.73,0,0,0,0,Spring,0,0,0,0
1.046,0,0,0,0,Summer,0,0,0,0
0.769,0,0,0,1,Summer,0,0,0,0
0.518,0,0,0,1,Fall,0,0,0,0
0.052,0,0,1,1,Spring,0,0,0,1
