Variable Name,1-way Count,2-way Count,3-way Count,4-way Count,5-way Count,6-way Count
Street,2,57,709
Temperature(F),1,58,870
Humidity(%),0,61,1028
Pressure(in),0,22,465
Visibility(mi),1,15,270
Wind_Direction,0,168,1456
Weather_Condition,18,257,1087
Amenity,0,32,93
Crossing,0,14,286
Junction,0,16,223
Railway,1,0,0
Station,0,28,145
Stop,0,28,132
Traffic_Calming,0,41,11
Traffic_Signal,0,13,251
Sunrise_Sunset,0,26,132
